Feature,Importance
MAR01917B,0.00045764252989693446
MAR11695,0.0004574410409325018
MAR04662,0.00045367214737326123
MAR06928F,0.00045346913157594406
MAR11094B,0.0004489164855018513
MAR08879,0.0004486086964150109
MAR04470,0.0004482758620689655
MAR04179,0.0004477850631696785
MAR08938,0.0004459984459984462
MAR04999B,0.0004458930899608865
MAR09736F,0.0004439183190292983
MAR05459F,0.0004431818181818181
MAR10166,0.00044273336802624794
MAR08425F,0.0004419272369714846
MAR11066B,0.00044174412901955
MAR01720,0.0004414750791293935
MAR11196F,0.0004414274537498615
MAR05969,0.0004398901669145406
MAR11012F,0.0004314630681818181
MAR04953F,0.0004304497868895046
MAR09792,0.0004302966626922759
MAR05067,0.00042861744641970037
MAR06309,0.0004285409983742685
MAR06602B,0.0004275200595143205
MAR11812F,0.0004275141021321638
MAR05654,0.00042714760322733723
MAR05555F,0.00042608695652173893
MAR05606,0.0004251700680272107
MAR05781,0.00042412628343926765
MAR11264F,0.00042375519678103217
MAR11181B,0.00042295586208991354
MAR08683,0.0004201680672268906
MAR05551B,0.000419277728856712
MAR06307,0.00041564224127722127
MAR05717,0.000415202746848705
MAR05528F,0.00041433718411406023
MAR04691,0.00041398900502518873
MAR08724,0.0004128720372133719
MAR08490F,0.0004127775612266516
MAR11134B,0.0004114285714285713
MAR11444,0.0004094251336898395
MAR05733,0.0004084216416094973
MAR00100F,0.0004065040650406502
MAR05769,0.00040361157617794776
MAR07643B,0.00040323066793246636
MAR05857,0.00040115014954464486
MAR06313,0.0004010176990043215
MAR05907,0.0003970523494362782
MAR10379F,0.0003955412269229597
MAR11303B,0.0003947368421052631
MAR00179F,0.00039410305064954004
MAR11113B,0.0003923725256787898
MAR03567,0.0003917102787206535
MAR05239,0.00038922896235640554
MAR05939,0.00038565476074034515
MAR04677B,0.00038318466991913157
MAR10399F,0.00038315574368705274
MAR04938,0.00038148743177962254
MAR00412,0.0003799753016053955
MAR05066,0.0003795453665337097
MAR08476B,0.00037235737967643615
MAR09614,0.00037196450395876493
MAR04695F,0.0003711563311876791
MAR01917F,0.0003700456126051125
MAR05470B,0.00036990825688073387
MAR04791,0.00036930028052954364
MAR11090B,0.00036885245901639317
MAR05565B,0.00036873156342182863
MAR01466B,0.00036842105263157874
MAR04844B,0.0003681015001769721
MAR11078F,0.00036734693877551094
MAR06782,0.00036702311952034453
MAR05588,0.00036572622779519327
MAR05693,0.0003638013131425441
MAR09830F,0.0003637862942210767
MAR06287,0.0003627128150006603
MAR00686,0.00036143489653926074
MAR05102,0.00036029845242697127
MAR02564B,0.00035959716653850404
MAR05473B,0.00035833811394436315
MAR11055B,0.00035808165889466697
MAR01875F,0.0003578927276197749
MAR04910,0.00035759269886816495
MAR11014B,0.000355153846153846
MAR01626F,0.0003550295857988164
MAR08473,0.0003520085498211728
MAR04176,0.0003512880562060889
MAR04845,0.0003485265073771443
MAR09618B,0.0003481469436274153
MAR01863,0.0003472860083597203
MAR06387F,0.0003468708984859972
MAR09821F,0.0003465884998986042
MAR11276F,0.00034645012445558895
MAR11199F,0.000346153846153846
MAR11220F,0.00034527684297269544
MAR11100B,0.0003421052631578947
MAR00225,0.0003415991902834008
MAR00102B,0.00034095605455296865
MAR03734,0.0003403583670132678
MAR04429,0.00034006227420569295
MAR08478B,0.0003393939393939393
MAR10384F,0.00033720159151193625
MAR00292,0.000336
MAR05501B,0.0003338162851347435
MAR04875F,0.00033232908979806495
MAR05418F,0.00033191960169647787
MAR01314,0.0003309457799535159
MAR08067B,0.000329142857142857
MAR04046,0.0003289500468183853
MAR08972,0.00032779720279720265
MAR04518,0.00032779720279720265
MAR00787,0.00032718005234880833
MAR10009B,0.00032634032634032634
MAR05605,0.00032586034441895893
MAR04652B,0.00032488628979857043
MAR09194F,0.0003235294117647059
MAR02406B,0.0003234003234003233
MAR05912,0.00032308208113627335
MAR11155F,0.0003214728514356561
MAR10378B,0.00031999999999999986
MAR01670,0.00031973684210526317
MAR08969,0.00031960227272727267
MAR05736,0.00031713505074160804
MAR00220B,0.0003167449941481119
MAR04931,0.00031615925058547993
MAR20097,0.00031604175798434904
MAR06311,0.0003157349896480331
MAR07951F,0.00031400148698219405
MAR04582F,0.000313565377156272
MAR10984F,0.00031340558457376206
MAR11205B,0.00031304347826086954
MAR08630,0.0003124999999999999
MAR08526B,0.0003124285714285714
MAR11218B,0.00031163701459961635
MAR10006F,0.000310523938572719
MAR06087B,0.000310523938572719
MAR09931,0.00031017369727047136
MAR10994F,0.00031017369727047136
MAR05084,0.0003099722857787374
MAR04280F,0.00030857142857142845
MAR11204B,0.0003076923076923076
MAR01354F,0.0003063742935889728
MAR10983B,0.00030635703713575307
MAR11115F,0.00030529172320217096
MAR07952,0.0003052503052503051
MAR01841,0.0003038811050190522
MAR05965,0.00030345471521942095
MAR06087F,0.00030153508771929815
MAR01889F,0.00030126668948990073
MAR08736,0.0003011141222523336
MAR06982,0.00030062989120061066
MAR11067F,0.00029987031050007946
MAR07717,0.0002997104247104248
MAR04316B,0.0002990960652250974
MAR09895,0.0002990960652250974
MAR00015,0.00029856256611474817
MAR04951F,0.0002971585776463824
MAR11943F,0.00029707082347605945
MAR09000F,0.0002966101694915254
MAR06372,0.0002965303926842388
MAR05124F,0.0002950396459524248
MAR06967F,0.0002950174825174824
MAR00097F,0.00029474133549941433
MAR05660,0.00029411764705882356
MAR05465B,0.0002939320248636982
MAR11950B,0.0002939295321582421
MAR09890B,0.0002937062937062936
MAR08885,0.0002935556442948437
MAR05491F,0.00029344158067198117
MAR04603F,0.00029344158067198117
MAR04868F,0.0002927400468384074
MAR09881,0.0002927400468384074
MAR05841,0.0002927353621204751
MAR04651B,0.0002918490723368771
MAR05324,0.0002903600464576073
MAR06215F,0.0002902647337996767
MAR07674,0.0002879999999999999
MAR11200B,0.000287828947368421
MAR01463B,0.0002874421999653244
MAR06359,0.0002870218296047071
MAR03746B,0.0002863141820958197
MAR11782F,0.00028445419669844183
MAR02405B,0.00028358738036157375
MAR08891,0.00028320041608876544
MAR06375,0.00028010332700507295
MAR08943,0.00027970017561874537
MAR11112B,0.00027969230769230735
MAR08919,0.00027954501638712155
MAR07903B,0.00027949466385595884
MAR11021B,0.0002791563275434242
MAR02124B,0.00027795149746369244
MAR11196B,0.0002776379947595827
MAR04434B,0.00027706148018648
MAR05268,0.0002767098659098141
MAR06024B,0.00027510844416052974
MAR00078B,0.00027502573340195617
MAR09929B,0.0002748035663396164
MAR02596B,0.00027472527472527456
MAR11051F,0.0002741315356379789
MAR11132B,0.0002738788086271824
MAR12097F,0.0002737900046562788
MAR06217F,0.0002736736649425112
MAR02416F,0.0002734267721366723
MAR05732,0.00027113603988604
MAR06016B,0.0002710027100271002
MAR11081F,0.00027094584732155876
MAR06069F,0.0002703847252632221
MAR11213F,0.0002702215816969914
MAR08636F,0.0002692307692307693
MAR02778F,0.0002692307692307692
MAR09878F,0.00026860964850776756
MAR07719F,0.00026820500927643784
MAR05279,0.00026712365763596453
MAR00321,0.0002658461538461537
MAR05269,0.0002653649106744875
MAR05977,0.0002653649106744875
MAR02406F,0.000265151515151515
MAR10400B,0.00026498042758205353
MAR05436,0.0002649687316203411
MAR08112,0.0002632597754548973
MAR01909B,0.0002629531245807507
MAR08065,0.00026262118291286014
MAR11117B,0.0002618181818181818
MAR11003F,0.0002576827638862378
MAR04417,0.00025768276388623776
MAR04580,0.00025751363572422507
MAR11080B,0.0002565743441905279
MAR05919,0.00025641025641025636
MAR10011B,0.00025624157443847713
MAR09594,0.0002557170409147264
MAR05498F,0.00025505463530114974
MAR11052B,0.0002549170669808755
MAR00738,0.0002531137002812374
MAR00376,0.0002529358626919601
MAR10168F,0.00025199999999999995
MAR03809F,0.00025161318928850466
MAR05875,0.00025117822081396446
MAR09610,0.0002509200401472063
MAR05688,0.0002507020076851367
MAR05573B,0.0002504892269669875
MAR11185F,0.0002502241591425651
MAR04871F,0.00025005365787499084
MAR05287,0.00025
MAR05114,0.00024793388429752045
MAR00735,0.00024653981846141555
MAR05721,0.00024561426717202876
MAR06505B,0.0002446317179859495
MAR00444B,0.0002443300165533587
MAR11137B,0.00024396855516400096
MAR03545,0.00024366471734892778
MAR01882F,0.00024278846153846128
MAR06367B,0.00024267278492579522
MAR06424B,0.00024089129780186682
MAR08524F,0.0002408639440826312
MAR05533B,0.00023970170454545444
MAR05702,0.00023862144814652253
MAR11038B,0.000236862674916506
MAR02226B,0.00023683607070583518
MAR05577B,0.00023674242424242417
MAR10998B,0.00023641706532318628
MAR11034F,0.00023634453781512605
MAR03804F,0.0002362039788446635
MAR04994F,0.00023461295777087016
MAR11186F,0.00023310679611650477
MAR20136B,0.00023263027295285352
MAR05015,0.00023255813953488365
MAR10378F,0.00023239372006977007
MAR09402B,0.0002323510049180962
MAR03845F,0.00023076923076923074
MAR11189F,0.00023076923076923068
MAR05495B,0.00023039999999999988
MAR10011F,0.0002299416933563274
MAR07667,0.0002279851809632373
MAR06014B,0.0002279851809632373
MAR05487F,0.00022596153846153865
MAR05002B,0.00022583559168925016
MAR06365,0.00022583012547027108
MAR05527B,0.0002235469448584202
MAR09596,0.00022354694485842016
MAR06305,0.00022321428571428568
MAR04808,0.00022321428571428563
MAR07908,0.00022247229586679141
MAR08742F,0.0002222222222222222
MAR11782B,0.00022191524538809582
MAR05726,0.0002201136482784002
MAR00016,0.00021929014860944628
MAR08438B,0.0002175638726369331
MAR04776,0.00021750894033502682
MAR07658,0.0002174200168652908
MAR11014F,0.00021680216802168014
MAR05940,0.0002163461538461538
MAR06028F,0.0002163351436236341
MAR10069,0.00021626837055621582
MAR05311,0.00021602426914366833
MAR05749,0.00021567956179390613
MAR05471B,0.0002152595072949055
MAR11786,0.00021454968550479442
MAR06357,0.00021369082407948564
MAR04926,0.00021306818181818167
MAR11130F,0.00021229544449358678
MAR05872,0.0002117254562606414
MAR11192B,0.0002109280835676978
MAR05680,0.0002092291154791155
MAR05719,0.00020919970352101586
MAR04872B,0.00020904802744425353
MAR11315,0.0002084636230977694
MAR00248,0.00020838952301953625
MAR08887F,0.00020833333333333327
MAR04450,0.0002067824648469809
MAR10988F,0.0002067824648469809
MAR10168B,0.00020547589839138106
MAR05558F,0.0002051866628669136
MAR06725F,0.000204864894250405
MAR08479B,0.00020216628448335757
MAR05472F,0.00020153346295207736
MAR04344B,0.00020142058013115598
MAR03736,0.00020117002612852044
MAR11167B,0.00020112975008558737
MAR03035B,0.00020074274816822235
MAR08980F,0.00020074274816822235
MAR08930,0.00019841269841269836
MAR08999F,0.0001984126984126983
MAR05770,0.00019752811982507674
MAR04862,0.00019737398554080962
MAR08918F,0.00019709288001970923
MAR10033F,0.00019517484413120078
MAR06086B,0.00019509476031215163
MAR09561,0.00019466906259359056
MAR00717F,0.00019452225334578292
MAR05116,0.00019436345966958212
MAR11096F,0.00019369834710743797
MAR08861F,0.00019125012397673075
MAR08589,0.00019101306150705308
MAR09604,0.0001907264235438802
MAR00095,0.0001899876508026978
MAR11822B,0.00018853423890972197
MAR05418B,0.00018816
MAR07967,0.00018808163265306125
MAR09769,0.00018808163265306125
MAR11211B,0.0001861042183622828
MAR03850F,0.00018577879171515532
MAR05986,0.00018518518518518518
MAR04266B,0.00018495501893939388
MAR08730,0.00018418770918078969
MAR05330,0.00018410330982094404
MAR11958F,0.00018276745109286146
MAR09884B,0.00018255578093306286
MAR01894F,0.0001822815680925148
MAR08447B,0.00018226701798367903
MAR05974,0.00018187457703586728
MAR06356,0.00018155325504366136
MAR09533B,0.00018121413470250676
MAR06366B,0.00018055836734693855
MAR05507B,0.00018037518037518035
MAR00719,0.00017947857533428806
MAR09772,0.00017931318778715647
MAR10394B,0.000178963907571045
MAR09981F,0.00017889475955232446
MAR04648,0.00017829087263174063
MAR05968,0.00017785641777577223
MAR05326,0.00017763157894736832
MAR05536B,0.0001771603476552565
MAR11162F,0.00017689274988581244
MAR05524B,0.00017623032773973323
MAR09186F,0.00017599999999999994
MAR05004B,0.00017586036394813816
MAR05712,0.0001750139261659997
MAR00355,0.00017399283007505154
MAR12103B,0.00017371428571428567
MAR00731,0.00017366958891800482
MAR05664,0.00017360114777618336
MAR05737,0.00017323783293900943
MAR05998B,0.00017307692307692304
MAR11357F,0.0001721659285366476
MAR04237F,0.00017203230025244077
MAR00484F,0.000171866737176097
MAR11002F,0.00017165211837342974
MAR11204F,0.00017142136167207903
MAR04694,0.00017098888572242797
MAR11043F,0.00016989750832114127
MAR05080B,0.000168705395129677
MAR05414F,0.00016728562347351867
MAR10405B,0.00016677089847821544
MAR05741,0.00016668767805618393
MAR04482,0.00016540961141646568
MAR00018B,0.00016466627634660415
MAR11132F,0.00016428858933602758
MAR04010,0.0001639563531463238
MAR09774,0.00016308243727598546
MAR07657,0.00016300366300366298
MAR11191F,0.00016264570344266734
MAR05079,0.00016102128706779875
MAR06073F,0.0001603706343549536
MAR06722B,0.00015980113636363634
MAR06068F,0.00015918515656090858
MAR06027B,0.00015903135447727483
MAR10458,0.0001578358945130104
MAR11806F,0.00015709090909090903
MAR06130B,0.00015615621248499375
MAR08797B,0.0001556397306397307
MAR10034F,0.00015540603464332277
MAR08236F,0.00015529094204870766
MAR05481B,0.0001551724137931034
MAR05720,0.0001550227366680447
MAR11218F,0.00015431745304626658
MAR03707,0.00015277777777777783
MAR05953,0.00015248034697750066
MAR05002F,0.00015241293745186949
MAR04062F,0.00015151515151515146
MAR05663,0.00015139477401129932
MAR08629,0.0001505978735580253
MAR10425,0.0001505570611261668
MAR03690,0.00014962224999846062
MAR09785,0.00014874915483434762
MAR00758,0.000148672321593214
MAR00795,0.0001484359485134381
MAR00399,0.000148296033389201
MAR11063F,0.00014781966001478194
MAR07966F,0.00014672079033599059
MAR11193F,0.00014618644067796607
MAR10001B,0.0001458277072643801
MAR05883,0.00014474772539288657
MAR01636,0.00014458189800743
MAR12265B,0.00014172335600907027
MAR01907B,0.00014172335600907027
MAR03811,0.00014172335600907027
MAR10361B,0.00013979323027983503
MAR11189B,0.00013865332428765308
MAR07770B,0.00013859275053304946
MAR05517B,0.00013849756320438633
MAR00775,0.00013756613756613754
MAR02779B,0.00013677343983472195
MAR04237B,0.00013619854721549636
MAR02779F,0.00013486513486513492
MAR10989F,0.00013454362801377736
MAR03029F,0.00013454362801377734
MAR05844,0.00013154081959462524
MAR04949B,0.00013039698638075918
MAR08445,0.00012962962962962958
MAR11046B,0.00012904890953671438
MAR08476F,0.000128768482021447
MAR05931,0.00012826492537313432
MAR11290F,0.0001252191334835962
MAR11170B,0.00012494739057239036
MAR00793,0.00012320717760788526
MAR11046F,0.00012237115571522793
MAR05755,0.00012042117407407954
MAR05435,0.00011947304984034976
MAR09930F,0.00011637411507183317
MAR07944B,0.00011617550245904807
MAR09998F,0.00011438992042440296
MAR05828,0.00011438127090300974
MAR03561,0.00011430625449317028
MAR00730F,0.00011428571428571457
MAR11169B,0.00011420722135007855
MAR05010B,0.00011363636363636362
MAR01870,0.00011243453716928552
MAR02418F,0.00011166253101736969
MAR08478F,0.00011013986013986015
MAR06382,0.00010972598981986658
MAR05711,0.00010968728576702026
MAR03590,0.00010967714456086564
MAR05898,0.00010961195109272951
MAR11181F,0.00010931174089068826
MAR08755,0.00010897435897435895
MAR05488B,0.0001086641553172993
MAR03577,0.00010555671392827365
MAR11734B,0.000105489639037433
MAR11443F,0.0001054470083487941
MAR06308,0.00010540074951644109
MAR04992F,0.00010535037878787856
MAR11845B,0.0001038205980066445
MAR11186B,0.0001027045532351934
MAR05837,0.0001025933314334568
MAR05487B,0.0001025933314334568
MAR05935,0.00010167750770284166
MAR04642,0.0001016565475899364
MAR04329,0.0001016234526748231
MAR00167F,9.987571022727269e-05
MAR05774,9.920634920634918e-05
MAR04756F,9.854087833963983e-05
MAR06131B,9.829619921363049e-05
MAR08661,9.82704741252683e-05
MAR07729F,9.827044025157207e-05
MAR10363F,9.827044025157207e-05
MAR04415,9.826152683295564e-05
MAR04693F,9.826152683295562e-05
MAR11297F,9.812801932367125e-05
MAR03989,9.803616445177556e-05
MAR07661,9.798526301644268e-05
MAR06000F,9.756932557343369e-05
MAR02569B,9.662592471517008e-05
MAR06306,9.614876520482195e-05
MAR08918B,9.598320933724644e-05
MAR11007B,9.513513513513494e-05
MAR06770,9.511926605504595e-05
MAR05037F,9.509433962264124e-05
MAR06022B,9.507692307692322e-05
MAR01831,9.505882352941163e-05
MAR04326,9.504000000000015e-05
MAR11018F,9.499999999999983e-05
MAR04708,9.498947368421062e-05
MAR09984F,9.492168960607496e-05
MAR09170,9.489302967563836e-05
MAR05029F,9.46969696969697e-05
MAR05868,9.448223733938019e-05
MAR11039F,9.350297482837579e-05
MAR05918,9.334164070612653e-05
MAR04851F,9.270248596631887e-05
MAR05491B,9.215999999999994e-05
MAR08539,9.213983360093403e-05
MAR01843F,9.209280908649054e-05
MAR03033B,9.207261329502426e-05
MAR03903,9.19946988495377e-05
MAR08361B,9.198254470779475e-05
MAR01884B,9.142857142857142e-05
MAR08244B,9.119999999999997e-05
MAR11198B,9.018420160650795e-05
MAR05519F,8.986648408079423e-05
MAR05889,8.947391061212225e-05
MAR05666,8.943983829277228e-05
MAR05512B,8.943089430894323e-05
MAR04601,8.938334997385074e-05
MAR08041F,8.937323415787356e-05
MAR01889B,8.937323415787356e-05
MAR05271,8.934155275618683e-05
MAR11117F,8.934155275618683e-05
MAR12080,8.92588290962274e-05
MAR05483B,8.900636530370052e-05
MAR11022B,8.90063653037005e-05
MAR05077,8.882246785472595e-05
MAR09186B,8.782201405152222e-05
MAR01626B,8.760614645244921e-05
MAR04989F,8.73230954531767e-05
MAR11087B,8.727272727272727e-05
MAR06929B,8.703788892606207e-05
MAR05541B,8.698852420622965e-05
MAR04062B,8.695248915992294e-05
MAR00363,8.694379391100716e-05
MAR04303,8.693492300049658e-05
MAR05630,8.692587105099656e-05
MAR06090B,8.690720140515209e-05
MAR07689,8.688773730629335e-05
MAR05794,8.687769131978556e-05
MAR05614,8.685693697403292e-05
MAR05676,8.684621389539407e-05
MAR02564F,8.672086720867204e-05
MAR12993,8.657031014754596e-05
MAR05476B,8.657031014754596e-05
MAR09619,8.640666116806095e-05
MAR09009F,8.581752484191505e-05
MAR04174,8.534437591925062e-05
MAR05833,8.534437591925062e-05
MAR05695,8.524753839208164e-05
MAR04692F,8.519622454048705e-05
MAR04149,8.503401360544216e-05
MAR11165F,8.496874269198866e-05
MAR05458B,8.468021007205983e-05
MAR04852B,8.461305685233557e-05
