Timestamp				All	All	All	Per	Per	Per	Per	Per	Per
Sample				DBS+Serum	DBS	Serum	DBS+Serum	DBS+Serum	DBS	DBS	Serum	Serum
Grouping				Sample	Cohort	Cohort	Sample	Sample_Cohort	Cohort	ID	Cohort	ID
Hparam	Feature	Model	Reaction-Set									
common	input-reaction-subsystem	rnn_delta	1	0.8524576098090292	0.28470493942037023	0.35078309991472156	0.7388003859315428	0.31315676014627525	0.31451544589085945	1.0354927259364415	0.4813475118514127	1.2821672357922904
common	input-reaction-subsystem	rnn_delta	2	1.2655194992293008	0.4282006122882404	0.3243133657827845	1.193584375467266	0.6030945962605891	0.5585264876506105	1.060287228653695	0.40099671921437674	1.1494123726162315
common	input-reaction-subsystem	rnn_delta	3	1.289762518701078	0.381681883468387	0.38989003770013936	1.2672999447647013	0.5820941073998718	0.46272437431712304	1.183097226002001	0.45792709609180837	1.424665213386625
common	input-reaction-subsystem	rnn_delta	4	0.756650016142417	0.2692953346617306	0.21608076283221175	0.6116725293951817	0.26474553602926376	0.252913799487048	0.6259200159579065	0.25059125445582453	0.44227993686482797
common	input-reaction-subsystem	rnn_delta	5	1.0868770423405798	0.33076493407460517	0.3311144266507581	1.0402386742484735	0.41288986119607857	0.4050283425874769	1.093061432864379	0.43058547195569546	1.4409906259189098
common	input-reaction-subsystem	rnn_delta	6	0.5120494612392351	0.2533086078003283	0.16498410383462345	0.5004076261339149	0.1888921354588962	0.2712371916404239	1.3032882844281493	0.20158480860594102	0.9676525527882113
common	input-reaction-subsystem	rnn_delta	7	1.00946096463404	0.2764190290737012	0.3682256265772916	0.882274447212391	0.3298715186780702	0.28038583170556874	0.4015774962153935	0.3773614276424299	0.5187252368311747
common	input-reaction-subsystem	rnn_delta	8	1.1548083422834716	0.3450887549225107	0.33697458219806575	1.0082423437119614	0.4022467205400769	0.3760685593477159	0.6306427069426397	0.41048056258278615	1.1081609357051234
common	input-reaction-subsystem	rnn_delta	9	0.9645868638816388	0.2842205614226819	0.35909783039499393	0.8104883821596135	0.32112670918026426	0.32480560698633903	1.1710446151712173	0.4334744557942166	1.3737348664166515
common	input-subsystem	rnn	1	1.4229904682713261	0.41485054398872506	0.3742870747686233	1.2396725193413645	0.49367081868377344	0.4621518252085212	1.0400468768142648	0.43613107318736716	1.4136508739086082
common	input-subsystem	rnn	2	1.3172636357773373	0.4603327561667525	0.3427582458221968	1.302023234148512	0.6121363364876232	0.5873362719654501	1.8829785594464146	0.4328841486260064	1.412470716977584
common	input-subsystem	rnn	3	1.3448428625994049	0.35887963552040936	0.34154829631253103	1.3291246612003391	0.6239686388266692	0.48668323091200677	2.0210581991219203	0.43462624404267264	1.4151840127822228
common	input-subsystem	rnn	4	0.7098120830737505	0.23027330206631322	0.3191848519850245	0.7170674407773334	0.3049645490417748	0.2880625977338566	1.617627567677471	0.40576499925443077	2.115226009937556
common	input-subsystem	rnn	5	1.313941874110866	0.45220668454063806	0.3592592509859597	1.2982011220961382	0.6165802696796384	0.5749944468233062	1.8714152891969607	0.44732677183968406	1.4111938533839243
common	input-subsystem	rnn	6	1.2952772745130103	0.44352450530369947	0.33720526536163126	1.2787913035165943	0.5940771685994545	0.5774409018081654	1.980419037540947	0.43133838055095364	1.4665447395124491
common	input-subsystem	rnn	7	0.6843407042662346	0.19926872993098052	0.20392315492780763	0.6736832427230092	0.2666026990958198	0.26183283465604734	2.302365868175211	0.2691353156154023	1.4535056338776966
common	input-subsystem	rnn	8	1.3112918830235805	0.46347933647508777	0.34255757834859923	1.2857667721477903	0.6064221997469568	0.5761550688554103	1.909143059657508	0.4334414228295313	1.4647447172204584
common	input-subsystem	rnn	9	1.2977186747638456	0.40665222508642984	0.3467724574359745	1.2841627042179247	0.6028779008476521	0.5269259211621394	2.254212740820804	0.4347360364527633	1.4605313256828611
common	input-subsystem	rnn_delta	1	1.3139964507927007	0.4584319310345211	0.3447358019265291	1.299032024435596	0.6104091633683497	0.5878097517924654	1.8739693706036613	0.43701198764676746	1.423624343702122
common	input-subsystem	rnn_delta	2	1.31756617006753	0.4611103056915638	0.34273126576690094	1.302632417560796	0.6118121700592482	0.5892437532047904	1.8865010038583185	0.4331247062306115	1.4119088325038398
common	input-subsystem	rnn_delta	3	1.3191470776758576	0.461680086035028	0.3435306688226459	1.3048902873472064	0.6118943998063607	0.5817451365362936	1.8944503099090464	0.43393289101404336	1.4198196733729587
common	input-subsystem	rnn_delta	4	1.2475405694210278	0.44456780106425703	0.3405065522057823	1.1981162918789539	0.5713487523387045	0.5693673167593761	1.6859276469679603	0.4323933217159948	1.3353616312393535
common	input-subsystem	rnn_delta	5	1.3065563017439288	0.4603359967993574	0.3419757172418303	1.2936906085881166	0.6046604299091248	0.5897691103761626	1.8888113438822034	0.43339426694578026	1.390208082021167
common	input-subsystem	rnn_delta	6	1.3324831671519604	0.45997526460519444	0.3506057931283812	1.3159952463550448	0.6189385453760704	0.5878387955776193	1.9099680985427974	0.438583873407791	1.400038587925519
common	input-subsystem	rnn_delta	7	1.3120300149801754	0.4589702751912464	0.3415123764892498	1.3062595556896552	0.6124833060123296	0.5680994876595858	1.6071755500446976	0.4320091761864475	1.3996673342859445
common	input-subsystem	rnn_delta	8	1.318622377401082	0.467067439538537	0.3430288860370562	1.3036368809696601	0.6115175940067995	0.5863070021985258	1.8512878774462214	0.4335095754687333	1.4166530177673402
common	input-subsystem	rnn_delta	9	1.3181520888602791	0.4617963154317503	0.3430885407400989	1.3040674757064192	0.612552343305716	0.5906576786843413	1.8905632193623951	0.4338752993568732	1.4193298968829655
different	input-reaction	rnn	1	0.5219243343093252	0.1979343323463473	0.1371803223594205	0.47179315375520836	0.16391021663650548	0.24955797149640857	2.080789276556948	0.16770373218344967	0.7500309943975954
different	input-reaction	rnn	2	1.0418123246066533	0.32646451241121865	0.28925285043755977	0.8825035936734404	0.3013560398012601	0.39799395654439274	2.216137905794335	0.2896208407738397	0.6539311714305472
different	input-reaction	rnn	3	0.6658163090279325	0.3527601969037865	0.35357464431823493	0.646133922465207	0.3799419165869701	0.36084163080645987	1.3022988461059273	0.42502745549785764	1.5506568975279522
different	input-reaction	rnn	4	0.44511792174015913	0.12402597647561088	0.16901753654143534	0.39836449445145766	0.1790849852222679	0.1630230717373875	0.7776224106089251	0.1962476579475236	0.2530204537266744
different	input-reaction	rnn	5	0.7007816638624431	0.20973790105546042	0.2643436664028233	0.5752899884484682	0.22223841463365362	0.24463133239798654	0.8228769358188873	0.21973317651008767	0.6806312616870529
different	input-reaction	rnn	6	0.6491644917556147	0.15704686425837894	0.3407374619947002	0.6094505388244822	0.19550073015752617	0.19535707987680065	2.3908469951870335	0.4193423880837949	0.9066387056714953
different	input-reaction	rnn	7	0.2708634499948825	0.20877824707172904	0.09151256461500001	0.253464695136128	0.10613637894573168	0.15352551854761423	0.24857410964518	0.10350498590837673	0.6330329490082892
different	input-reaction	rnn	8	0.547861110080543	0.19566679880869037	0.17770484995590877	0.48873660583549106	0.20104410505267195	0.2473082329792111	1.2944947782088643	0.2141522212386404	0.6916863498513075
different	input-reaction	rnn	9	0.5793054692685192	0.32730786158288966	0.15495357906057713	0.4978399733114937	0.19739370031942274	0.3814336005393251	2.4754056423618414	0.1949580594910762	0.5499455599166237
different	input-reaction	rnn_delta	1	1.3130005281621495	0.46884183526725515	0.3315913236371418	1.3030235195263042	0.6157572278255695	0.5743203387783754	2.0519548051847907	0.4305389947916074	1.3970334858411688
different	input-reaction	rnn_delta	2	1.2601424221606414	0.31057770612890573	0.3426902976299866	0.7710991790642605	0.3004898682080121	0.27432031577338006	0.7080139511991337	0.41958757645311434	1.2572451846559174
different	input-reaction	rnn_delta	3	1.334523076688453	0.3545227372770462	0.3676219087993654	1.2388437354959696	0.5436977871604562	0.47979034204333054	1.810868687180101	0.41534245294490757	1.1815411831586857
different	input-reaction	rnn_delta	4	1.5641053652263306	0.4246836711900056	0.3468543192847214	1.5427102086766797	0.6512615685417873	0.5013415191363829	1.0834148918956252	0.4669718773864966	1.09046586994114
different	input-reaction	rnn_delta	5	0.8152562526660221	0.41038263961410626	0.2407981108221051	0.7100255098509999	0.28595667893172544	0.49957912645762304	1.9429064943361685	0.27725885355625135	0.8852000778612721
different	input-reaction	rnn_delta	6	1.3368810701069462	0.4714490759298578	0.34025554372200967	1.316476940298486	0.6166509412410083	0.6256852843166838	2.273118976470938	0.43149345908767534	1.4529076161448413
different	input-reaction	rnn_delta	7	1.1092386624837878	0.3573715891585518	0.3369750987519608	0.9913291373445384	0.48604147132312464	0.3969057368845437	0.3969057368845437	0.43099691977109983	1.4110032251271978
different	input-reaction	rnn_delta	8	1.1292312231815402	0.32270087682605364	0.46635356161982344	0.8794422521914893	0.38167402172511594	0.38420058399197443	0.46830472435962683	0.5377669827633121	0.9333697419458862
different	input-reaction	rnn_delta	9	1.303395558195714	0.44937735972762277	0.3436712094286508	1.277057078913509	0.6135638373374639	0.5683391842065282	1.826645863619683	0.43330472948544924	1.260013459748945
different	input-reaction-subsystem	rnn	1	0.4914953969715003	0.18671377599385414	0.1320984047748547	0.44364701820886876	0.15442936875231972	0.2354417148541123	2.085239341606742	0.15963143177477368	0.6983138236760662
different	input-reaction-subsystem	rnn	2	1.0330119620059126	0.3240952640080852	0.28744888615816333	0.8713122268990637	0.2972462828231988	0.3950812912988601	2.187585001397939	0.2861633884236003	0.6447181824877829
different	input-reaction-subsystem	rnn	3	0.6549646747346529	0.3501651403082841	0.35058224388545844	0.6355742948162242	0.37567346521217565	0.35757472267069185	1.282052485402605	0.41756358783992387	1.5601407808907677
different	input-reaction-subsystem	rnn	4	0.4164991416623755	0.11812763010316792	0.16286095613634782	0.381472861087269	0.16910696880397635	0.15483935980713	0.7842389284683801	0.1868336011115594	0.2470423360220756
different	input-reaction-subsystem	rnn	5	0.6957258662379405	0.2089671025159169	0.2655192115169971	0.5701434529277655	0.2196429587301948	0.243266824397771	0.8168462353610509	0.2161679745095003	0.6619349658607162
different	input-reaction-subsystem	rnn	6	0.6400916564309487	0.15458047981261508	0.33821318720365523	0.6001858396901084	0.19232316428302293	0.19219832918826668	2.343024131075537	0.4218662545337802	0.89722281299502
different	input-reaction-subsystem	rnn	7	0.2594439739952094	0.20704616920013955	0.08835155820624697	0.24289070823778758	0.10226977517075651	0.14908699115153373	0.2409617498263758	0.09924728362727588	0.5937029022498872
different	input-reaction-subsystem	rnn	8	0.5458903139317036	0.1943671874283212	0.17673398035066024	0.4854681943111614	0.20008239087510346	0.24574387984570129	1.2898506154158154	0.21277738159129228	0.6804669655634227
different	input-reaction-subsystem	rnn	9	0.5736706075476058	0.3235841500428583	0.1533972828763677	0.49300864800124256	0.19543143169881422	0.3765461069607622	2.475043613794223	0.1930653675587242	0.5453425016447527
different	input-reaction-subsystem	rnn_delta	1	1.3136587187967221	0.46165925735062746	0.3311163670645887	1.3031150046009643	0.6166752156454722	0.5769162766723748	1.5146685561292361	0.4319979909472106	1.403858545944433
different	input-reaction-subsystem	rnn_delta	2	1.2422533992536389	0.30767600921033156	0.34283506397986063	0.7585909761554885	0.29563654536265954	0.2712767534855177	0.6993257071843331	0.41942170244461113	1.253413152463118
different	input-reaction-subsystem	rnn_delta	3	1.3048552545849155	0.35120115164029364	0.37015374779748167	1.2091355949964333	0.5358879869058276	0.47596662431046344	1.76229792260678	0.4156306040906725	1.1455858359274504
different	input-reaction-subsystem	rnn_delta	4	1.5993227439789615	0.42028589573633496	0.34139157741218423	1.4672829098219322	0.6134235308085038	0.479507904936804	1.0000209705434167	0.45757213895523163	1.02274030990002
different	input-reaction-subsystem	rnn_delta	5	0.8107308116222058	0.4100036779371215	0.23979543998363795	0.7077336950998339	0.2849857876021256	0.49883687172865865	1.9196709011368684	0.2764017403439089	0.885827728210417
different	input-reaction-subsystem	rnn_delta	6	1.3388376604338206	0.47127978785906416	0.34032015276063765	1.3167090369824699	0.6173547489744335	0.6251462866218144	2.284913700220938	0.4314567538316115	1.4536634254311165
different	input-reaction-subsystem	rnn_delta	7	1.0561614751657857	0.34806966333970124	0.3372118927715312	0.9389323676756253	0.45808073296147295	0.3704608912031323	0.3704608912031323	0.43109537073579485	1.41033363678954
different	input-reaction-subsystem	rnn_delta	8	1.1309435968771957	0.32249321261728153	0.4648376276402248	0.8802972812941781	0.38177799433000853	0.3839197365919843	0.46595028053901993	0.5374966935851277	0.9241411832470617
different	input-reaction-subsystem	rnn_delta	9	1.3006606784558656	0.4491714009538092	0.3437545241650593	1.2747538744912614	0.6136490839939165	0.567776710938105	1.8216363238099116	0.4333429785394604	1.2534073669456647
different	input-subsystem	rnn	1	1.0725957865241094	0.3496768391304283	0.27168697449853296	0.9819158673986098	0.3836914182954406	0.4777385639263068	2.1823421037851967	0.3668472203272161	1.3107614824219065
different	input-subsystem	rnn	2	1.3415466063368742	0.4631635992220078	0.34574174479695075	1.3252600465883873	0.6102372240373352	0.5881498972360788	1.9270850885898518	0.43328398241657284	1.439820688794677
different	input-subsystem	rnn	3	1.338998245712146	0.47854824204031476	0.3463939318529357	1.3195230444998223	0.6230212199603796	0.5864252565364552	1.8585956007209745	0.4368189326156852	1.4052870719265382
different	input-subsystem	rnn	4	0.9863916123122832	0.29390505346733625	0.33068805461285067	0.9714425677906073	0.4308397536955791	0.39153103307636544	2.2409068742938474	0.36943078253237693	1.4167005087985698
different	input-subsystem	rnn	5	1.2979887123076574	0.4592462811536199	0.33799393456926213	1.287402312503883	0.6308819765610924	0.5860985532882879	1.9027422259058187	0.42791920237559017	1.4550925138570983
different	input-subsystem	rnn	6	1.355061062926818	0.4434050081845932	0.34268507658256825	1.332563009538329	0.6096910877266396	0.5833181747200423	1.8565377648469599	0.4338979990374271	1.4238918300086558
different	input-subsystem	rnn	7	0.7156698160320921	0.41059555198503117	0.22074265215170943	0.6619756289877555	0.29947271955790095	0.4530597715280107	0.9160520348432053	0.2890866521557397	1.563544252119893
different	input-subsystem	rnn	8	1.3057629808639803	0.4533434800259588	0.3341857578612961	1.2886884562680092	0.6087454423549088	0.5851685100744226	1.9069882715231137	0.42651167985060334	1.4146042181170921
different	input-subsystem	rnn	9	1.3061521096328044	0.4623808742891274	0.3469856432274316	1.2868396302707121	0.6009539680326489	0.594672490727471	1.8921116148375752	0.43618736527048624	1.381919174984957
different	input-subsystem	rnn_delta	1	1.3191449003914733	0.46125451147852053	0.3422478174530282	1.3042808472734564	0.6126421657562902	0.590924550004537	1.890021873490224	0.43483001097008483	1.428006900662076
different	input-subsystem	rnn_delta	2	1.3243308279290302	0.46019354894640074	0.3430298776265637	1.3143969879547588	0.6159839625155309	0.5853281489191807	1.8983581248792545	0.4336014120521544	1.4151563076081621
different	input-subsystem	rnn_delta	3	1.3227416631127697	0.460424986083677	0.34337996880636024	1.3079148225485293	0.6123364044372853	0.5931779163759082	1.9190169510833703	0.43247583941706735	1.4323564754916878
different	input-subsystem	rnn_delta	4	1.3405979594073685	0.45815680446499696	0.34317982669742264	1.3210322974536848	0.6228196770870469	0.5865202315748149	1.916167210216789	0.4379827344468937	1.4020177483788065
different	input-subsystem	rnn_delta	5	1.3192728454678266	0.46073248959962587	0.3400245407137985	1.304909968249684	0.6127054407664153	0.5895597703427236	1.8894652348842718	0.42955860335073626	1.415859224138509
different	input-subsystem	rnn_delta	6	1.3197045293243093	0.46432633824271874	0.3432584308925781	1.3058304601958282	0.6123448406077779	0.5927338863876433	1.8961793866483623	0.43391429015433075	1.4195519837051642
different	input-subsystem	rnn_delta	7	1.3189854451245282	0.4608171854732573	0.3422040612102985	1.302523514612944	0.6069403738377971	0.5962893920567898	1.9818924998294662	0.43389294223464453	1.4177613144145997
different	input-subsystem	rnn_delta	8	1.318927579552091	0.46128059631132445	0.342272398443261	1.304059686672955	0.6122001767884226	0.5899455202130959	1.8862691388568456	0.43260768306843217	1.4116340187001843
different	input-subsystem	rnn_delta	9	1.3169077195536694	0.4611684670002608	0.3432184631984917	1.3025920019682915	0.6121612291374576	0.5896099585950135	1.8892028132945722	0.4339143390070481	1.4134995633791652
Baseline	metabolite	input		1.329043270696055	0.39285285891827304	0.2954262932383852	1.307901304642503	0.6116530473901839	0.559595927441872	1.9461957532208785	0.43407631976228006	1.450540393167367
