Hparam	Feature	Model	Reaction-Set	Silhouette	Calinski	Dunn
common_best_hparam	input-reaction	rnn	Reaction-Set-1	0.3977693631772876	119.85545394182859	0.08160614729012908
common_best_hparam	input-reaction	rnn	Reaction-Set-2	0.06033825129270022	2.766410764666362	-0.007947650468432238
common_best_hparam	input-reaction	rnn	Reaction-Set-3	-0.003236112702158539	-0.6714730981811119	-0.004794041965719198
common_best_hparam	input-reaction	rnn	Reaction-Set-4	0.1325627846923668	24.55836274536087	-0.013848523802144158
common_best_hparam	input-reaction	rnn	Reaction-Set-5	0.01122271935418595	-0.5588637562434302	-0.0015107829709706533
common_best_hparam	input-reaction	rnn	Reaction-Set-6	0.36214964153405815	87.9761100179912	0.0635520167617836
common_best_hparam	input-reaction	rnn	Reaction-Set-7	0.005472022123864842	-0.5580996841481003	-0.09635576300772769
common_best_hparam	input-reaction	rnn	Reaction-Set-8	-0.015634433722243227	0.9060759396629638	0.006183905619788821
common_best_hparam	input-reaction	rnn	Reaction-Set-9	-0.017880599737097574	-0.5388285272789632	-0.004869226502312501
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-1	0.016126503081953125	-0.3964226989849058	0.00047314829639269473
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-2	0.06563534537844078	0.08730955609827973	-0.0031828172862599646
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-3	0.3086130269036095	26.68266643698951	-0.0009634986901715104
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-4	-0.03138584223327584	-3.462935396287784	-0.037032211953809346
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-5	0.0007846152471544104	-0.34312885417418304	-0.031092803638877953
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-6	-0.0721282175490042	-1.9644032667632008	-0.0457336455077455
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-7	0.03256812790109896	-0.762384872254108	-0.04370189816848952
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-8	0.04279323326860217	1.903910103626007	-0.00030920940218470694
common_best_hparam	input-reaction	rnn_delta	Reaction-Set-9	0.47913743739615033	117.73285888481412	0.25488681654706846
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-1	0.4091649239194989	131.12697053423759	0.10029287291636454
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-2	0.06069385436005568	2.826854232202808	-0.008033951579391824
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-3	-0.0038837199103149284	-0.6889549212354416	-0.005020495011159282
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-4	0.12890555387291913	25.341735800876314	-0.02408045686655641
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-5	0.011568612669416778	-0.5561544889535428	-0.0013624158882315496
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-6	0.3641704918148403	89.78305397866109	0.06467996073603341
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-7	0.007257782565811333	-0.4489062709105536	-0.09770700124884205
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-8	-0.016327317729056795	0.9012318209085644	0.0063069477939162455
common_best_hparam	input-reaction-subsystem	rnn	Reaction-Set-9	-0.01801897538780156	-0.5400001616114993	-0.004950786392871026
common_best_hparam	input-reaction-subsystem	rnn_delta	Reaction-Set-1	0.014226383489311878	-0.5331062235440127	-0.0012679130536061844
common_best_hparam	input-reaction-subsystem	rnn_delta	Reaction-Set-2	0.06635492426482154	0.10600565085852054	-0.0033885110389745288
common_best_hparam	input-reaction-subsystem	rnn_delta	Reaction-Set-3	0.3103133504507016	27.275652936621317	-0.0010762197828935727
common_best_hparam	input-reaction-subsystem	rnn_delta	Reaction-Set-4	-0.02902794245461257	-3.4900871121533603	-0.03987616776585984
