Hparam	Feature	Model	Reaction-Set	Accuracy	AUROC	AUPRC	Precision	Recall	F1-Score
common	input-reaction	rnn_delta	Reaction-Set-1	0.005319148936170248	-0.010000000000000009	0.010000000000000009	0.0063430320745847535	0.005319148936170248	0.00397539576508088
different	input-subsystem	rnn_delta	Reaction-Set-1	0.005319148936170248	0.009999999999999898	0.010000000000000009	0.009181713780332279	0.005319148936170248	0.008079557146720928
different	input-reaction	rnn_delta	Reaction-Set-1	0.015957446808510634	0.0	0.010000000000000009	0.0216248076515273	0.015957446808510634	0.012036965905430574
common	input-subsystem	rnn_delta	Reaction-Set-2	-0.005319148936170137	-0.010000000000000009	-0.03999999999999998	-0.01404505440131365	-0.005319148936170137	-0.013120698025775535
common	input-reaction	rnn_delta	Reaction-Set-2	-0.005319148936170137	-0.010000000000000009	-0.04999999999999999	-0.01404505440131365	-0.005319148936170137	-0.013120698025775535
different	input-subsystem	rnn_delta	Reaction-Set-2	0.0	0.0	-0.010000000000000009	0.0035189335506593533	0.0	0.004042351557832391
different	input-reaction	rnn_delta	Reaction-Set-2	0.0	0.0	0.0	0.0	0.0	0.0
common	input-subsystem	rnn_delta	Reaction-Set-3	0.005319148936170248	0.0	0.010000000000000009	0.009181713780332279	0.005319148936170248	0.008079557146720928
common	input-reaction	rnn_delta	Reaction-Set-3	0.010638297872340496	0.009999999999999898	0.010000000000000009	0.015462642256308778	0.010638297872340496	0.012151876837917408
different	input-subsystem	rnn_delta	Reaction-Set-3	0.005319148936170248	0.009999999999999898	0.010000000000000009	0.009181713780332279	0.005319148936170248	0.008079557146720928
different	input-reaction	rnn_delta	Reaction-Set-3	0.010638297872340496	0.0	-0.010000000000000009	0.013488908334409855	0.010638297872340496	0.007986500687477638
common	input-subsystem	rnn_delta	Reaction-Set-4	0.005319148936170248	0.0	0.010000000000000009	0.0037898766251065474	0.005319148936170248	-0.000541866060172369
common	input-reaction	rnn_delta	Reaction-Set-4	-0.005319148936170137	-0.020000000000000018	-0.020000000000000018	-0.009800943656157579	-0.005319148936170137	-0.008311999953731553
different	input-subsystem	rnn_delta	Reaction-Set-4	0.021276595744680882	0.009999999999999898	0.03999999999999998	0.030925284512617446	0.021276595744680882	0.024303753675834705
different	input-reaction	rnn_delta	Reaction-Set-4	0.010638297872340496	-0.030000000000000027	0.030000000000000027	0.015462642256308778	0.010638297872340496	0.012151876837917408
common	input-subsystem	rnn_delta	Reaction-Set-5	0.010638297872340496	0.009999999999999898	0.010000000000000009	0.015462642256308778	0.010638297872340496	0.012151876837917408
common	input-reaction	rnn_delta	Reaction-Set-5	0.005319148936170248	0.0	0.0	0.009181713780332279	0.005319148936170248	0.008079557146720928
different	input-subsystem	rnn_delta	Reaction-Set-5	0.005319148936170248	0.019999999999999907	0.020000000000000018	0.0063430320745847535	0.005319148936170248	0.00397539576508088
different	input-reaction	rnn_delta	Reaction-Set-5	0.010638297872340496	0.009999999999999898	0.010000000000000009	0.015462642256308778	0.010638297872340496	0.012151876837917408
common	input-subsystem	rnn_delta	Reaction-Set-6	0.010638297872340496	0.0	-0.020000000000000018	0.0178562997027939	0.010638297872340496	0.015941581423385087
common	input-reaction	rnn_delta	Reaction-Set-6	-0.010638297872340385	0.0	-0.020000000000000018	-0.025697037170317683	-0.010638297872340385	-0.022076227730187692
different	input-subsystem	rnn_delta	Reaction-Set-6	0.005319148936170248	-0.010000000000000009	-0.020000000000000018	0.009181713780332279	0.005319148936170248	0.008079557146720928
different	input-reaction	rnn_delta	Reaction-Set-6	0.0	-0.06000000000000005	-0.04999999999999999	0.007121651233477189	0.0	0.007729417174149988
common	input-subsystem	rnn_delta	Reaction-Set-7	0.015957446808510634	0.009999999999999898	0.010000000000000009	0.022487007805327197	0.015957446808510634	0.016262791483893646
common	input-reaction	rnn_delta	Reaction-Set-7	0.015957446808510634	0.019999999999999907	0.020000000000000018	0.022487007805327197	0.015957446808510634	0.016262791483893646
different	input-subsystem	rnn_delta	Reaction-Set-7	0.005319148936170248	0.0	0.010000000000000009	0.012243908595376052	0.005319148936170248	0.011818431576055555
different	input-reaction	rnn_delta	Reaction-Set-7	-0.010638297872340385	-0.040000000000000036	-0.07	-0.025697037170317683	-0.010638297872340385	-0.022076227730187692
common	input-subsystem	rnn_delta	Reaction-Set-8	0.0	0.009999999999999898	0.0	0.0	0.0	0.0
common	input-reaction	rnn_delta	Reaction-Set-8	-0.005319148936170137	0.0	-0.010000000000000009	-0.0056833587884488335	-0.005319148936170137	-0.0039430539668244835
different	input-subsystem	rnn_delta	Reaction-Set-8	0.010638297872340496	0.019999999999999907	0.020000000000000018	0.015462642256308778	0.010638297872340496	0.012151876837917408
different	input-reaction	rnn_delta	Reaction-Set-8	0.021276595744680882	0.009999999999999898	0.08000000000000002	0.030925284512617446	0.021276595744680882	0.024303753675834705
common	input-subsystem	rnn_delta	Reaction-Set-9	0.021276595744680882	0.04999999999999993	0.16999999999999998	0.032193665854928555	0.021276595744680882	0.027840811288937894
common	input-reaction	rnn_delta	Reaction-Set-9	0.010638297872340496	0.039999999999999925	0.16999999999999998	0.015462642256308778	0.010638297872340496	0.012151876837917408
different	input-subsystem	rnn_delta	Reaction-Set-9	0.015957446808510634	0.0	0.020000000000000018	0.0216248076515273	0.015957446808510634	0.012036965905430574
different	input-reaction	rnn_delta	Reaction-Set-9	0.02659574468085113	0.019999999999999907	0.04999999999999999	0.03863098353606986	0.02659574468085113	0.0285501872027063
Baseline	Metabolite	Input		0.0	0.0	0.0	0.0	0.0	0.0
